0,0,1
0.213707292172779,0.0780092511961152,1
0.348003195214442,0.293119047693149,1
0.339592240186104,0.592016351467916,1
0.154670100039219,0.896759254289499,1
-0.202754888301297,1.1192840145691,1
-0.689114932778805,1.17828078547571,1
-1.22659327207034,1.0156402881492,1
-1.71484466001696,0.609678433283747,1
-2.04742763822007,-0.0172138389842368,1
-2.13043896358656,-0.798031842993885,1
-1.90039614549161,-1.62818940550558,1
-1.33841204226011,-2.37940185868909,1
-0.478157409866028,-2.91859071152332,1
0.594041896610901,-3.1291115712085,1
1.74749169108778,-2.93111395881825,1
2.82305979777731,-2.29781056185525,1
3.65480826590013,-1.26488449650872,1
4.09442111599008,0.0688529224834121,1
4.03494339706133,1.55023805672263,1
3.43025525726204,2.98928902417049,1
2.30713091126124,4.18349772419,1
0.767636179499515,4.94578201055439,1
-1.0191104783898,5.13229676488374,1
-2.8353160514771,4.66611003816201,1
-4.4410598255077,3.55311748697697,1
-5.60577327660553,1.88746681329642,1
-6.14054632400641,-0.154909950394924,1
-5.92681535330728,-2.33447205333478,1
-4.93725338505321,-4.37613245478021,1
-3.24553953357265,-6.00392356180665,1
-1.02304035252633,-6.97790403252315,1
0.610896403996775,0.610896403996775,2
0.526766383186186,1.13241478918944,2
0.13936576282195,1.62798357048857,2
-0.528002720606541,1.94867228980591,2
-1.38619061156941,1.96402479587702,2
-2.29201095177198,1.5889810734486,2
-3.07034477260803,0.804279352300409,2
-3.54329106797934,-0.33335859250014,2
-3.5618658291108,-1.6934457781182,2
-3.03517845551987,-3.08664798374533,2
-1.95220045853987,-4.29070211579474,2
-0.392183682306755,-5.08383324672817,2
1.47863632344276,-5.28083425119552,2
3.42441753035886,-4.76631908161556,2
5.16939922845775,-3.51980849922546,2
6.43616833865968,-1.62826122450658,2
6.98727872922341,0.716687312108089,2
6.66420918453467,3.23738751655652,2
5.417703454949,5.60303118911751,2
3.32446533343765,7.47281451149156,2
0.586884248685325,8.54380480813029,2
-2.48526982986914,8.59691368096278,2
-5.50971868739901,7.53428153146049,2
